2020/04/26 11:14:52 INFO  [http-nio-8080-exec-9] - METHOD:GET URI:/api/products/23/images/d08adaec-afd4-478a-95fe-da45182e58ef.jpg STATUS:404 RESPONSE_TIME:31 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:22:44 INFO  [http-nio-8080-exec-4] - METHOD:GET URI:/api/products/23/ STATUS:200 RESPONSE_TIME:47 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:23:57 INFO  [http-nio-8080-exec-4] - METHOD:PATCH URI:/api/products/23/ STATUS:405 RESPONSE_TIME:155 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:24:05 INFO  [http-nio-8080-exec-5] - METHOD:PATCH URI:/api/products/23/images STATUS:200 RESPONSE_TIME:175 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:25:01 INFO  [http-nio-8080-exec-4] - METHOD:PATCH URI:/api/products/23/images STATUS:200 RESPONSE_TIME:274 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:25:15 INFO  [http-nio-8080-exec-5] - METHOD:PATCH URI:/api/products/23/images STATUS:200 RESPONSE_TIME:29 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:25:24 INFO  [http-nio-8080-exec-6] - METHOD:GET URI:/api/products/23/images/bafcbe0d-9030-4526-8f94-ac168dc21df6.jpg STATUS:404 RESPONSE_TIME:51 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:26:03 INFO  [http-nio-8080-exec-7] - METHOD:GET URI:/api/products/3/images/bafcbe0d-9030-4526-8f94-ac168dc21df6.jpg STATUS:404 RESPONSE_TIME:17 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:26:36 INFO  [http-nio-8080-exec-8] - METHOD:GET URI:/api/products/23/images/bafcbe0d-9030-4526-8f94-ac168dc21df6.jpg STATUS:404 RESPONSE_TIME:13 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:40:02 INFO  [http-nio-8080-exec-3] - METHOD:GET URI:/api/products/23/images/bafcbe0d-9030-4526-8f94-ac168dc21df6.jpg STATUS:404 RESPONSE_TIME:264 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:45:52 INFO  [http-nio-8080-exec-4] - METHOD:GET URI:/api/products/23/images/bafcbe0d-9030-4526-8f94-ac168dc21df6.jpg STATUS:404 RESPONSE_TIME:208 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
